-1,-116.4683
-0.95,-116.299
-0.9,-116.1222
-0.85,-115.9417
-0.8,-115.7569
-0.75,-115.5683
-0.7,-115.3713
-0.65,-115.1682
-0.6,-114.9619
-0.55,-114.7487
-0.5,-114.5286
-0.45,-114.3022
-0.4,-114.0694
-0.35,-113.8258
-0.3,-113.5754
-0.25,-113.3162
-0.2,-113.0478
-0.15,-112.7689
-0.1,-112.4772
-0.05,-112.1739
0,-111.8557
0.05,-111.523
0.1,-111.1736
0.15,-110.8059
0.2,-110.4165
0.25,-110.0026
0.3,-109.5607
0.35,-109.0822
0.4,-108.5642
0.45,-107.9945
0.5,-107.3578
0.55,-106.6223
0.6,-105.7164
0.65,-104.4443
0.7,-102.1041
0.75,-95.92783
0.8,-76.10469
0.85,-22.89287
0.9,72.51561
0.95,198.7586
1,342.7674
1.05,497.3359
1.1,658.8853
1.15,825.5364
1.2,995.9428
