300,1.8,0
302,1.8,0.13438852
304,1.8,0.22682568
306,1.8,0.22899602
308,1.8,0.22992902
310,1.8,0.2323901
312,1.8,0.23606278
314,1.8,0.2393228
316,1.8,0.23985337
318,1.8,0.23992042
320,1.8,0.23926127
322,1.8,0.23819003
324,1.8,0.23794523
326,1.8,0.23702365
328,1.8,0.23574994
330,1.8,0.23261831
332,1.8,0.22905847
334,1.8,0.22416359
336,1.8,0.2193309
338,1.8,0.21578675
340,1.8,0.21348743
342,1.8,0.21022945
344,1.8,0.20692242
346,1.8,0.20012212
348,1.8,0.1938057
350,1.8,0.18876
352,1.8,0.18532356
354,1.8,0.18315208
356,1.8,0.18084995
358,1.8,0.17764633
360,1.8,0.17515567
362,1.8,0.16929533
364,1.8,0.16416122
366,1.8,0.15963194
368,1.8,0.1568158
370,1.8,0.15478751
372,1.8,0.15366241
374,1.8,0.15199787
376,1.8,0.15064617
378,1.8,0.14630313
380,1.8,0.14275328
382,1.8,0.14057779
384,1.8,0.13847526
386,1.8,0.13553027
388,1.8,0.13466747
390,1.8,0.13448663
392,1.8,0.13431633
394,1.8,0.13091857
396,1.8,0.12736265
398,1.8,0.12509299
400,1.8,0.12297431
402,1.8,0.12021368
404,1.8,0.11975971
406,1.8,0.11989103
408,1.8,0.11946575
410,1.8,0.11715461
412,1.8,0.11494529
414,1.8,0.11302772
416,1.8,0.11164802
418,1.8,0.1103155
420,1.8,0.10978001
422,1.8,0.11006568
424,1.8,0.11101548
426,1.8,0.11063307
428,1.8,0.10957659
430,1.8,0.10953264
432,1.8,0.10977632
434,1.8,0.10959557
436,1.8,0.11023076
438,1.8,0.11263736
440,1.8,0.11523584
442,1.8,0.11660967
444,1.8,0.1169173
446,1.8,0.11981395
448,1.8,0.12110082
450,1.8,0.11921252
452,1.8,0.11907238
454,1.8,0.12264023
456,1.8,0.12623413
458,1.8,0.12973775
460,1.8,0.13063991
462,1.8,0.1320723
464,1.8,0.13243358
466,1.8,0.13251046
468,1.8,0.13298364
470,1.8,0.13589421
472,1.8,0.13988049
474,1.8,0.14362514
476,1.8,0.14457295
478,1.8,0.14693896
480,1.8,0.14793476
482,1.8,0.14770757
484,1.8,0.14854395
486,1.8,0.15139898
488,1.8,0.15362864
490,1.8,0.15596039
492,1.8,0.15713161
494,1.8,0.15886726
496,1.8,0.16007468
498,1.8,0.16068693
500,1.8,0.16127725
502,1.8,0.16344488
504,1.8,0.16622762
506,1.8,0.16864359
508,1.8,0.16935667
510,1.8,0.17245159
512,1.8,0.17552054
514,1.8,0.17753671
516,1.8,0.17891809
518,1.8,0.18191592
520,1.8,0.18577502
522,1.8,0.18981972
524,1.8,0.19157206
526,1.8,0.19604401
528,1.8,0.19855899
530,1.8,0.19880703
532,1.8,0.19992001
534,1.8,0.20505357
536,1.8,0.21096014
538,1.8,0.21766015
540,1.8,0.22109733
542,1.8,0.22724106
544,1.8,0.23154191
546,1.8,0.23344144
548,1.8,0.23677362
550,1.8,0.24356999
552,1.8,0.25126052
554,1.8,0.26080872
556,1.8,0.26664299
558,1.8,0.27543142
560,1.8,0.28094888
562,1.8,0.28437256
564,1.8,0.28938149
566,1.8,0.29878298
568,1.8,0.30745219
570,1.8,0.31890105
572,1.8,0.32646195
574,1.8,0.33519529
576,1.8,0.34203605
578,1.8,0.34847858
580,1.8,0.35542379
582,1.8,0.3644317
584,1.8,0.3729041
586,1.8,0.38516385
588,1.8,0.39449187
590,1.8,0.4054486
592,1.8,0.41412319
594,1.8,0.42192855
596,1.8,0.43076929
598,1.8,0.44190798
600,1.8,0.45347141
602,1.8,0.46826145
604,1.8,0.47930079
606,1.8,0.49411721
608,1.8,0.5068388
610,1.8,0.51694052
612,1.8,0.52639969
614,1.8,0.53802835
616,1.8,0.55100558
618,1.8,0.56789457
620,1.8,0.57998035
622,1.8,0.59441338
624,1.8,0.60538435
626,1.8,0.6153336
628,1.8,0.62325787
630,1.8,0.63172603
632,1.8,0.64040919
634,1.8,0.64530843
636,1.8,0.64716027
638,1.8,0.65655448
640,1.8,0.66940423
642,1.8,0.67811147
644,1.8,0.6855195
646,1.8,0.69081572
648,1.8,0.69290857
650,1.8,0.69110619
652,1.8,0.69153841
654,1.8,0.69595529
656,1.8,0.70506725
658,1.8,0.71432331
660,1.8,0.72432226
662,1.8,0.73314509
664,1.8,0.73972119
666,1.8,0.74600451
668,1.8,0.75298246
670,1.8,0.76991072
672,1.8,0.78645291
674,1.8,0.79722869
676,1.8,0.80642781
678,1.8,0.81926374
680,1.8,0.83421571
682,1.8,0.85212385
684,1.8,0.86618063
686,1.8,0.8849871
688,1.8,0.90166131
690,1.8,0.91605044
692,1.8,0.928163
694,1.8,0.93904925
696,1.8,0.94727787
698,1.8,0.95325988
700,1.8,0.96111538
702,1.8,0.97067757
704,1.8,0.98265894
706,1.8,0.99347919
708,1.8,1
710,1.8,0.99882438
712,1.8,0.9916845
714,1.8,0.97431963
716,1.8,0.96497882
718,1.8,0.9563014
720,1.8,0.95410561
722,1.8,0.95113761
724,1.8,0.93978754
726,1.8,0.92492949
728,1.8,0.90782311
730,1.8,0.88111371
732,1.8,0.86065536
734,1.8,0.84526796
736,1.8,0.83962332
738,1.8,0.83208289
740,1.8,0.82019725
742,1.8,0.80845281
744,1.8,0.79249833
746,1.8,0.76655963
748,1.8,0.746465
750,1.8,0.73376366
752,1.8,0.73176689
754,1.8,0.72595908
756,1.8,0.71809955
758,1.8,0.71084827
760,1.8,0.70259703
762,1.8,0.68886323
764,1.8,0.67820891
766,1.8,0.67103605
768,1.8,0.67159175
770,1.8,0.67228732
772,1.8,0.67308739
774,1.8,0.67243524
776,1.8,0.66868071
778,1.8,0.66045525
780,1.8,0.65621103
782,1.8,0.65832918
784,1.8,0.6674492
786,1.8,0.67459566
788,1.8,0.67951709
790,1.8,0.68208628
792,1.8,0.68180559
794,1.8,0.67852338
796,1.8,0.67829314
798,1.8,0.68571419
800,1.8,0.69894966
802,1.8,0.70996212
804,1.8,0.71792227
806,1.8,0.72349873
808,1.8,0.72662799
810,1.8,0.72739947
812,1.8,0.72906821
814,1.8,0.73352229
816,1.8,0.7412452
818,1.8,0.74863015
820,1.8,0.75665224
822,1.8,0.76233983
824,1.8,0.76432086
826,1.8,0.76203428
828,1.8,0.76124866
830,1.8,0.76391758
832,1.8,0.76693384
834,1.8,0.76388934
836,1.8,0.76320986
838,1.8,0.76549026
840,1.8,0.76636858
842,1.8,0.76150349
844,1.8,0.75345384
846,1.8,0.74265039
848,1.8,0.73036407
850,1.8,0.71589122
852,1.8,0.70641925
854,1.8,0.70116217
856,1.8,0.69563278
858,1.8,0.68622541
860,1.8,0.67341591
862,1.8,0.65836806
864,1.8,0.64124529
866,1.8,0.62184583
868,1.8,0.6040196
870,1.8,0.58926969
872,1.8,0.57584453
874,1.8,0.56020234
876,1.8,0.54091236
878,1.8,0.52009513
880,1.8,0.49716149
882,1.8,0.47053201
884,1.8,0.44515411
886,1.8,0.42504793
888,1.8,0.40797911
890,1.8,0.39291943
892,1.8,0.37691041
894,1.8,0.35595072
896,1.8,0.33126352
898,1.8,0.30881478
900,1.8,0.29034121
902,1.8,0.27320176
904,1.8,0.26099577
906,1.8,0.24880871
908,1.8,0.23614937
910,1.8,0.22071069
912,1.8,0.20112599
914,1.8,0.17898774
916,1.8,0.16353703
918,1.8,0.15705691
920,1.8,0.15172755
922,1.8,0.1445348
924,1.8,0.13516116
926,1.8,0.12398898
928,1.8,0.11026944
930,1.8,0.09435316
932,1.8,0.08414
934,1.8,0.08211064
936,1.8,0.08182597
938,1.8,0.07867767
940,1.8,0.07188997
942,1.8,0.06636625
944,1.8,0.06152242
946,1.8,0.05425113
948,1.8,0.05023115
950,1.8,0.05102553
952,1.8,0.05064494
954,1.8,0.04802932
956,1.8,0.0446341
958,1.8,0.04183591
960,1.8,0.0381314
962,1.8,0.0319668
964,1.8,0.03058634
966,1.8,0.03493493
968,1.8,0.03568071
970,1.8,0.03217015
972,1.8,0.0282913
974,1.8,0.0278575
976,1.8,0.02771472
978,1.8,0.02227582
980,1.8,0.01913578
982,1.8,0.02166249
984,1.8,0.02323701
986,1.8,0.02194517
988,1.8,0.01970207
990,1.8,0.02088782
992,1.8,0.02253184
994,1.8,0.01800482
996,1.8,0
998,1.8,0
1000,1.8,0
1002,1.8,0
1004,1.8,0
1006,1.8,0
1008,1.8,0
